ping_vendor,pong_vendor,payload_bytes,run_idx,n,min_us,p50_us,p90_us,p99_us,p999_us,max_us,status
opendds,cyclone,5734,5,2000,234.444,304.236,366.253,465.371,856.1,1260.72,ok
opendds,fastdds,5734,1,2000,177.897,243.17,307.031,401.961,803.05,947.003,ok
opendds,fastdds,5734,2,2000,174.37,243.722,303.515,380.531,619.513,836.224,ok
opendds,fastdds,5734,3,2000,162.548,242.52,302.914,451.585,734.651,1087.71,ok
opendds,fastdds,5734,4,2000,167.958,245.796,311.981,407.923,924.802,996.397,ok
opendds,fastdds,5734,5,2000,160.333,245.244,313.583,488.435,971.449,1120.95,ok
opendds,rti,5734,1,0,,,,,,,timeout
opendds,rti,5734,2,0,,,,,,,timeout
opendds,rti,5734,3,0,,,,,,,timeout
opendds,rti,5734,4,0,,,,,,,timeout
opendds,rti,5734,5,0,,,,,,,timeout
opendds,opendds,5734,1,2000,306.501,388.716,505.767,871.04,1705.3,2247.26,ok
opendds,opendds,5734,2,2000,303.344,380.22,501.72,787.241,961.511,15894.2,ok
opendds,opendds,5734,3,2000,306.38,381.472,481.812,700.616,1027.58,1089.35,ok
opendds,opendds,5734,4,2000,306.531,376.884,465.341,762.174,1429.15,1978.56,ok
opendds,opendds,5734,5,2000,309.386,389.678,510.336,821.666,1680.52,2251.42,ok
zerodds,zerodds,6554,1,2000,27.482,32.822,43.403,57.449,71.476,146.518,ok
zerodds,zerodds,6554,2,2000,30.748,44.584,47.891,62.889,96.864,133.193,ok
zerodds,zerodds,6554,3,2000,30.908,45.235,47.55,63.069,81.454,150.004,ok
zerodds,zerodds,6554,4,2000,27.843,36.66,54.844,74.612,186.873,327.891,ok
zerodds,zerodds,6554,5,2000,27.622,34.014,44.565,63.46,81.525,95.18,ok
zerodds,cyclone,6554,1,2000,46.268,60.976,79.991,109.557,195.059,260.764,ok
zerodds,cyclone,6554,2,2000,48.231,58.151,79.05,117.643,233.593,265.472,ok
zerodds,cyclone,6554,3,2000,50.836,68.72,79.41,110.749,218.905,255.263,ok
zerodds,cyclone,6554,4,2000,50.656,67.358,81.605,135.116,195.991,259.792,ok
zerodds,cyclone,6554,5,2000,47.469,58.872,79.15,125.457,264.832,891.488,ok
zerodds,fastdds,6554,1,2000,50.466,68.85,92.696,123.744,258.63,1407.38,ok
zerodds,fastdds,6554,2,2000,51.167,65.203,78.038,101.172,212.733,232.551,ok
zerodds,fastdds,6554,3,2000,58.831,71.626,102.665,140.366,279.228,489.286,ok
zerodds,fastdds,6554,4,2000,54.984,72.056,95.37,127.111,271.904,1266.8,ok
zerodds,fastdds,6554,5,2000,53.692,70.844,93.456,139.524,223.142,580.489,ok
zerodds,rti,6554,1,2000,48.571,73.59,92.485,122.412,297.012,1045.85,ok
zerodds,rti,6554,2,2000,52.76,63.711,85.562,94.699,184.81,368.779,ok
zerodds,rti,6554,3,2000,53.211,63.39,86.393,122.703,229.665,924.36,ok
zerodds,rti,6554,4,2000,51.187,63.3,85.732,113.205,226.859,239.103,ok
zerodds,rti,6554,5,2000,52.87,68.029,86.644,118.214,265.382,306.37,ok
zerodds,opendds,6554,1,2000,289.578,337.619,416.208,685.067,1529.9,2041.8,ok
zerodds,opendds,6554,2,2000,289.999,335.234,404.776,735.793,1435.67,2453.39,ok
zerodds,opendds,6554,3,2000,286.923,325.406,395.879,670.389,1361.65,1555.28,ok
zerodds,opendds,6554,4,2000,292.424,336.177,421.969,693.183,1215.64,1726.44,ok
zerodds,opendds,6554,5,2000,290.58,331.157,387.704,679.617,1377.02,1699.76,ok
cyclone,zerodds,6554,1,2000,43.433,57.399,78.649,111.521,249.653,287.344,ok
cyclone,zerodds,6554,2,2000,45.395,54.403,63.3,100.19,194.879,395.048,ok
cyclone,zerodds,6554,3,2000,42.641,56.016,71.436,103.466,156.657,202.664,ok
cyclone,zerodds,6554,4,2000,45.175,55.646,65.304,86.434,115.378,128.223,ok
cyclone,zerodds,6554,5,2000,42.861,56.287,72.988,111.361,165.353,194.859,ok
cyclone,cyclone,6554,1,2000,30.858,53.472,55.946,71.055,99.138,106.031,ok
cyclone,cyclone,6554,2,2000,27.141,34.385,48.472,63.32,135.446,192.915,ok
cyclone,cyclone,6554,3,2000,27.171,41.819,58.01,91.172,206,951.602,ok
cyclone,cyclone,6554,4,2000,26.961,37.621,57.529,80.573,162.959,179.96,ok
cyclone,cyclone,6554,5,2000,29.065,39.315,59.462,81.715,163.971,193.026,ok
cyclone,fastdds,6554,1,2000,36.028,49.664,65.454,98.086,185.1,404.455,ok
cyclone,fastdds,6554,2,2000,35.767,49.464,67.639,88.558,205.79,332.69,ok
cyclone,fastdds,6554,3,2000,34.085,48.492,70.413,92.265,188.707,469.499,ok
cyclone,fastdds,6554,4,2000,36.329,48.512,66.285,93.677,170.442,390.68,ok
cyclone,fastdds,6554,5,2000,34.966,50.435,68.62,103.135,183.758,311.47,ok
cyclone,rti,6554,1,2000,60.975,181.784,242.95,307.973,382.094,701.699,ok
cyclone,rti,6554,2,2000,81.083,185.171,232.511,307.382,425.385,705.696,ok
cyclone,rti,6554,3,2000,63.27,182.305,232.591,296.831,591.63,1664.33,ok
cyclone,rti,6554,4,2000,65.644,181.123,225.036,284.278,473.506,816.796,ok
cyclone,rti,6554,5,2000,60.945,182.625,230.787,344.012,602.952,701.118,ok
cyclone,opendds,6554,1,2000,226.97,433.761,511.589,703.051,877.331,984.023,ok
cyclone,opendds,6554,2,2000,206.131,435.645,513.022,621.306,838.929,15461.5,ok
cyclone,opendds,6554,3,2000,222.041,426.598,477.213,588.254,974.906,14352,ok
cyclone,opendds,6554,4,2000,236.608,439.603,519.253,629.502,745.712,15391.8,ok
cyclone,opendds,6554,5,2000,200.991,440.775,537.568,683.143,1113.72,14559.6,ok
fastdds,zerodds,6554,1,2000,52.269,65.113,104.989,122.201,164.742,226.529,ok
fastdds,zerodds,6554,2,2000,50.786,61.597,72.107,93.827,152.038,212.603,ok
fastdds,zerodds,6554,3,2000,51.487,62.749,78.449,114.497,476.112,3106.81,ok
fastdds,zerodds,6554,4,2000,49.874,62.649,82.236,139.044,199.237,710.065,ok
fastdds,zerodds,6554,5,2000,46.048,61.716,76.595,110.138,156.136,280.031,ok
fastdds,cyclone,6554,1,2000,28.534,45.687,58.441,83.819,191.412,442.588,ok
fastdds,cyclone,6554,2,2000,29.375,52.159,68.559,109.026,293.415,929.77,ok
fastdds,cyclone,6554,3,2000,37.631,47.029,58.43,81.254,135.426,196.141,ok
fastdds,cyclone,6554,4,2000,28.854,46.348,69.281,100.36,156.988,212.723,ok
fastdds,cyclone,6554,5,2000,36.569,46.879,57.669,75.924,181.704,250.254,ok
fastdds,fastdds,6554,1,2000,37.16,53.652,71.886,101.903,196.613,632.378,ok
fastdds,fastdds,6554,2,2000,35.667,52.589,68.269,117.943,214.346,407.211,ok
fastdds,fastdds,6554,3,2000,31.831,48.211,62.248,83.137,115.699,250.835,ok
fastdds,fastdds,6554,4,2000,38.282,44.054,47.76,66.205,166.987,268.167,ok
fastdds,fastdds,6554,5,2000,36.048,47.309,66.225,95.391,465.601,769.728,ok
fastdds,rti,6554,1,2000,33.413,46.808,68.119,93.026,224.665,714.292,ok
fastdds,rti,6554,2,2000,36.229,49.483,65.784,97.254,152.118,820.784,ok
fastdds,rti,6554,3,2000,36.359,50.676,67.517,87.506,143.071,229.965,ok
fastdds,rti,6554,4,2000,38.022,53.111,68.73,95.33,148.09,238.382,ok
fastdds,rti,6554,5,2000,36.309,49.083,70.103,93.817,202.503,225.878,ok
fastdds,opendds,6554,1,2000,194.649,290.921,358.588,478.966,617.019,1174.6,ok
fastdds,opendds,6554,2,2000,203.155,288.587,352.518,480.46,713.451,894.895,ok
fastdds,opendds,6554,3,2000,198.736,288.826,351.957,523.491,764.448,822.567,ok
fastdds,opendds,6554,4,2000,183.628,288.326,361.735,502.672,1187.36,1266.96,ok
fastdds,opendds,6554,5,2000,175.072,287.815,347.418,476.472,856.632,2073.24,ok
rti,zerodds,6554,1,2000,46.257,57.339,79.21,104.268,237.179,291.853,ok
rti,zerodds,6554,2,2000,48.151,58.792,79.731,103.857,143.121,149.744,ok
rti,zerodds,6554,3,2000,47.19,59.031,79.13,96.142,138.212,161.957,ok
rti,zerodds,6554,4,2000,44.695,61.126,82.846,117.442,237.15,697.831,ok
rti,zerodds,6554,5,2000,42.871,57.899,75.613,100.931,202.463,339.473,ok
rti,cyclone,6554,1,2000,37.711,51.648,74.25,92.195,135.085,170.562,ok
rti,cyclone,6554,2,2000,38.283,55.385,77.076,99.449,224.134,398.895,ok
rti,cyclone,6554,3,2000,38.583,53.822,74.421,100.471,282.234,1051.82,ok
rti,cyclone,6554,4,2000,38.042,55.265,78.269,109.147,240.034,404.195,ok
rti,cyclone,6554,5,2000,35.167,56.307,77.877,104.788,366.023,850.671,ok
rti,fastdds,6554,1,2000,34.516,49.944,65.684,101.512,230.095,636.064,ok
rti,fastdds,6554,2,2000,40.317,46.448,70.073,87.105,170.664,396.351,ok
rti,fastdds,6554,3,2000,38.152,48.021,72.898,94.92,177.647,197.664,ok
rti,fastdds,6554,4,2000,39.385,50.897,68.209,97.254,207.433,1896.01,ok
rti,fastdds,6554,5,2000,39.274,47.741,74.451,89.75,134.084,219.926,ok
rti,rti,6554,1,2000,20.349,31.98,46.318,62.629,88.938,141.118,ok
rti,rti,6554,2,2000,22.883,31.42,48.271,62.999,138.011,373.918,ok
rti,rti,6554,3,2000,20.078,28.233,38.272,58.751,135.717,207.193,ok
rti,rti,6554,4,2000,22.904,34.225,49.844,60.795,124.957,161.175,ok
rti,rti,6554,5,2000,23.154,34.365,49.754,61.496,75.664,83.638,ok
rti,opendds,6554,1,0,,,,,,,timeout
rti,opendds,6554,2,0,,,,,,,timeout
rti,opendds,6554,3,0,,,,,,,timeout
rti,opendds,6554,4,0,,,,,,,timeout
rti,opendds,6554,5,0,,,,,,,timeout
opendds,zerodds,6554,1,2000,273.388,334.784,416.638,621.387,1223.87,1653.87,ok
opendds,zerodds,6554,2,2000,274.74,333.422,426.928,660.01,1155.74,1776.09,ok
opendds,zerodds,6554,3,2000,275.291,346.335,441.316,639.792,1324.65,1509.17,ok
opendds,zerodds,6554,4,2000,272.957,344.091,457.105,610.065,1260.23,1479.14,ok
opendds,zerodds,6554,5,2000,268.008,336.708,436.576,642.476,1291.8,1318.09,ok
opendds,cyclone,6554,1,2000,258.229,316.82,379.078,449.241,1112.26,1692.82,ok
opendds,cyclone,6554,2,2000,260.994,320.416,381.372,462.857,752.625,1202.56,ok
opendds,cyclone,6554,3,2000,259.351,310.458,383.336,467.816,665.11,1270.38,ok
opendds,cyclone,6554,4,2000,262.758,323.964,401.55,552.336,954.688,1674.5,ok
opendds,cyclone,6554,5,2000,265.713,313.404,376.653,481.111,1065.64,2455.12,ok
opendds,fastdds,6554,1,2000,157.338,238.211,303.195,428.882,708.982,848.166,ok
opendds,fastdds,6554,2,2000,156.727,237.871,298.485,385.37,834.992,1003.76,ok
opendds,fastdds,6554,3,2000,178.579,250.515,323.703,503.644,1326.79,4015.43,ok
opendds,fastdds,6554,4,2000,161.716,242.76,303.434,438.45,1177.11,1224.2,ok
opendds,fastdds,6554,5,2000,175.913,247.238,302.342,389.297,528.34,785.788,ok
opendds,rti,6554,1,0,,,,,,,timeout
opendds,rti,6554,2,0,,,,,,,timeout
opendds,rti,6554,3,0,,,,,,,timeout
opendds,rti,6554,4,0,,,,,,,timeout
opendds,rti,6554,5,0,,,,,,,timeout
opendds,opendds,6554,1,2000,314.315,388.576,476.082,795.726,1221.58,17989.9,ok
opendds,opendds,6554,2,2000,310.298,394.938,462.185,585.459,758.857,934.018,ok
opendds,opendds,6554,3,2000,305.048,410.688,566.002,873.283,1298.77,15226.8,ok
opendds,opendds,6554,4,2000,310.067,400.679,530.625,901.567,1652.94,16353.7,ok
opendds,opendds,6554,5,2000,794.895,1182.12,1324.7,1639.96,2556.3,2930.61,ok
zerodds,zerodds,7373,1,2000,27.832,35.988,47.78,70.544,132.331,276.844,ok
zerodds,zerodds,7373,2,2000,31.53,36.71,49.263,69.201,75.343,129.666,ok
zerodds,zerodds,7373,3,2000,27.923,34.987,48.281,73.509,118.034,148.481,ok
zerodds,zerodds,7373,4,2000,28.073,37.751,50.836,69.902,98.326,121.631,ok
zerodds,zerodds,7373,5,2000,28.314,32.732,39.625,59.743,126.038,261.785,ok
zerodds,cyclone,7373,1,2000,50.385,66.266,85.682,116.39,195.631,1172.69,ok
zerodds,cyclone,7373,2,2000,53.652,84.861,92.876,148.712,253.32,657.384,ok
zerodds,cyclone,7373,3,2000,51.929,68.259,88.267,132.821,242.569,1265.86,ok
zerodds,cyclone,7373,4,2000,56.487,70.804,89.569,123.594,247.789,408.774,ok
zerodds,cyclone,7373,5,2000,51.938,80.402,100.921,200.079,379.439,704.134,ok
zerodds,fastdds,7373,1,2000,60.244,75.533,95.35,141.759,232.06,1349.87,ok
zerodds,fastdds,7373,2,2000,62.829,78.168,91.904,128.974,160.775,181.995,ok
zerodds,fastdds,7373,3,2000,64.072,79.16,101.452,148.421,529.042,1963.86,ok
zerodds,fastdds,7373,4,2000,55.405,78.368,105.279,138.723,279.129,434.222,ok
zerodds,fastdds,7373,5,2000,64.001,79.31,108.896,140.085,364.951,721.697,ok
zerodds,rti,7373,1,2000,52.91,69.892,93.317,130.447,260.253,898.601,ok
zerodds,rti,7373,2,2000,57.208,67.488,79.621,102.725,270.893,754.038,ok
zerodds,rti,7373,3,2000,56.637,69.632,89.589,113.645,239.584,367.587,ok
zerodds,rti,7373,4,2000,53.992,69.031,89.229,122.482,274.7,529.753,ok
zerodds,rti,7373,5,2000,53.401,79.971,99.919,146.728,290.7,299.777,ok
zerodds,opendds,7373,1,2000,321.469,369.429,483.916,779.837,1396.12,1596.2,ok
zerodds,opendds,7373,2,2000,316.79,366.234,454.821,690.528,1354.77,1507.18,ok
zerodds,opendds,7373,3,2000,325.005,363.257,418.783,691.089,1262.45,1476.93,ok
zerodds,opendds,7373,4,2000,321.478,363.729,443.66,700.316,1248.5,1478.87,ok
zerodds,opendds,7373,5,2000,313.804,363.518,465.902,773.324,1380.02,1573.06,ok
cyclone,zerodds,7373,1,2000,46.398,57.65,80.613,128.744,195.821,245.886,ok
cyclone,zerodds,7373,2,2000,47.36,59.302,84.821,119.977,276.934,473.446,ok
cyclone,zerodds,7373,3,2000,50.315,58.651,75.152,110.399,167.777,206.701,ok
cyclone,zerodds,7373,4,2000,49.203,60.204,78.809,103.747,184.85,391.081,ok
cyclone,zerodds,7373,5,2000,49.995,62.789,82.567,120.107,192.695,296.321,ok
cyclone,cyclone,7373,1,2000,31.069,49.945,56.798,77.708,98.376,242.71,ok
cyclone,cyclone,7373,2,2000,31.71,38.983,56.457,76.836,105.63,133.403,ok
cyclone,cyclone,7373,3,2000,27.162,37.612,58.04,80.823,200.199,233.322,ok
cyclone,cyclone,7373,4,2000,31.771,43.052,55.785,73.88,104.327,153.821,ok
cyclone,cyclone,7373,5,2000,27.441,37.591,55.716,75.443,115.679,174.58,ok
cyclone,fastdds,7373,1,2000,33.644,49.093,66.316,94.88,194.628,1007.58,ok
cyclone,fastdds,7373,2,2000,33.263,42.932,65.524,83.739,113.715,137.44,ok
cyclone,fastdds,7373,3,2000,33.533,48.672,70.464,96.483,294.367,606.118,ok
cyclone,fastdds,7373,4,2000,35.497,47.219,65.374,99.278,198.485,753.948,ok
cyclone,fastdds,7373,5,2000,33.834,49.414,74.812,102.263,261.695,1732.29,ok
cyclone,rti,7373,1,2000,145.425,215.287,270.442,367.266,637.197,1086.44,ok
cyclone,rti,7373,2,2000,82.146,210.288,251.486,338.831,624.042,748.157,ok
cyclone,rti,7373,3,2000,63.56,216.971,295.129,363.167,526.837,1416.72,ok
cyclone,rti,7373,4,2000,76.164,216.28,256.987,328.462,399.045,574.137,ok
cyclone,rti,7373,5,2000,77.187,216.931,259.651,355.453,434.753,1679.04,ok
cyclone,opendds,7373,1,2000,201.762,463.497,520.496,671.762,1189.1,14687.7,ok
cyclone,opendds,7373,2,2000,196.602,468.858,543.479,669.097,1331.4,1424.82,ok
cyclone,opendds,7373,3,2000,240.265,480.059,546.545,711.277,1296.73,13588,ok
cyclone,opendds,7373,4,2000,221.009,468.838,533.79,710.946,1371.71,13759.7,ok
cyclone,opendds,7373,5,2000,247.288,461.865,538.74,708.632,829.29,1053.12,ok
fastdds,zerodds,7373,1,2000,50.936,65.254,81.594,125.678,157.409,196.381,ok
fastdds,zerodds,7373,2,2000,50.816,66.335,92.114,137.951,216.259,706.278,ok
fastdds,zerodds,7373,3,2000,51.156,67.317,91.704,130.036,325.837,915.594,ok
fastdds,zerodds,7373,4,2000,57.509,74.391,91.293,126.77,276.594,901.257,ok
fastdds,zerodds,7373,5,2000,52.61,71.245,104.748,139.254,189.209,354.401,ok
fastdds,cyclone,7373,1,2000,28.183,45.697,61.436,111.201,332.158,1161.32,ok
fastdds,cyclone,7373,2,2000,29.456,47.9,67.588,100.31,167.888,237.68,ok
fastdds,cyclone,7373,3,2000,32.311,46.458,63.46,87.035,138.843,223.643,ok
fastdds,cyclone,7373,4,2000,31.058,48.562,64.191,91.984,180.211,200.279,ok
fastdds,cyclone,7373,5,2000,29.596,46.257,62.989,90.792,185.822,1092.02,ok
fastdds,fastdds,7373,1,2000,30.838,45.786,66.115,92.666,164.341,182.826,ok
fastdds,fastdds,7373,2,2000,37.46,42.24,61.717,75.954,100.179,188.227,ok
fastdds,fastdds,7373,3,2000,39.735,47.209,61.847,93.737,209.617,563.777,ok
fastdds,fastdds,7373,4,2000,36.409,46.989,64.792,88.578,240.745,612.7,ok
fastdds,fastdds,7373,5,2000,37.852,43.403,64.452,77.908,147.69,238.932,ok
fastdds,rti,7373,1,2000,36.93,50.396,71.505,95.611,131.78,246.327,ok
fastdds,rti,7373,2,2000,37.07,51.568,73.379,96.553,138.412,255.283,ok
fastdds,rti,7373,3,2000,32.822,50.165,66.586,94.609,188.337,518.692,ok
fastdds,rti,7373,4,2000,37.13,49.273,72.037,106.602,256.646,309.887,ok
fastdds,rti,7373,5,2000,36.86,47.5,65.454,100.36,209.527,234.574,ok
fastdds,opendds,7373,1,2000,201.161,291.172,357.707,561.072,1007.01,1597.45,ok
fastdds,opendds,7373,2,2000,183.808,298.365,387.604,530.554,818.139,1944.29,ok
fastdds,opendds,7373,3,2000,196.272,283.387,361.875,498.855,813.761,1344.63,ok
fastdds,opendds,7373,4,2000,194.468,284.098,348.029,470.892,656.292,2339.04,ok
fastdds,opendds,7373,5,2000,185.321,295.75,349.411,471.072,762.453,1135.41,ok
rti,zerodds,7373,1,2000,47.229,62.869,88.017,120.598,157.508,242.259,ok
rti,zerodds,7373,2,2000,54.664,63.711,83.068,101.893,119.336,226.789,ok
rti,zerodds,7373,3,2000,54.092,68.3,84.069,102.695,152.159,264.491,ok
rti,zerodds,7373,4,2000,46.067,61.807,82.326,107.775,219.075,443.349,ok
rti,zerodds,7373,5,2000,48.282,67.137,87.766,116.932,189.85,270.833,ok
rti,cyclone,7373,1,2000,37.692,56.166,80.613,134.905,269.571,592.091,ok
rti,cyclone,7373,2,2000,39.916,55.245,77.907,103.225,201.08,551.124,ok
rti,cyclone,7373,3,2000,35.136,55.124,74.531,97.505,252.498,517.861,ok
rti,cyclone,7373,4,2000,39.725,58.1,80.102,105.58,348.439,2115.63,ok
rti,cyclone,7373,5,2000,39.074,52.339,75.322,102.794,185.712,473.005,ok
rti,fastdds,7373,1,2000,34.264,50.205,69.161,102.494,277.495,787.18,ok
rti,fastdds,7373,2,2000,42,46.638,69.401,97.093,178.669,401.09,ok
rti,fastdds,7373,3,2000,39.324,48.732,75.062,98.356,210.218,365.131,ok
rti,fastdds,7373,4,2000,34.585,52.9,75.223,105.45,184.269,705.366,ok
rti,fastdds,7373,5,2000,40.046,49.454,59.062,83.959,116.38,169.501,ok
rti,rti,7373,1,2000,25.247,30.066,43.322,60.264,155.454,629.863,ok
rti,rti,7373,2,2000,24.526,35.938,51.608,77.035,154.944,192.795,ok
rti,rti,7373,3,2000,23.945,31.971,44.273,67.728,111.531,199.628,ok
rti,rti,7373,4,2000,24.186,32.171,49.364,62.749,123.824,221.068,ok
rti,rti,7373,5,2000,17.553,30.317,48.471,77.106,262.937,290.621,ok
rti,opendds,7373,1,0,,,,,,,timeout
rti,opendds,7373,2,0,,,,,,,timeout
rti,opendds,7373,3,0,,,,,,,timeout
rti,opendds,7373,4,0,,,,,,,timeout
rti,opendds,7373,5,0,,,,,,,timeout
opendds,zerodds,7373,1,2000,315.277,375.891,477.244,725.293,1271.98,1368.37,ok
opendds,zerodds,7373,2,2000,299.858,373.187,491.932,790.536,1431.51,1638.74,ok
opendds,zerodds,7373,3,2000,295.409,381.232,489.938,690.918,1531.5,2069.96,ok
opendds,zerodds,7373,4,2000,318.904,385.39,469.48,834.26,1571.16,3013.81,ok
opendds,zerodds,7373,5,2000,301.721,363.498,457.055,650.071,1158.19,1309.33,ok
opendds,cyclone,7373,1,2000,285.17,341.867,406.199,515.095,601.068,675.799,ok
opendds,cyclone,7373,2,2000,301.02,331.928,387.514,486.782,749.479,1283.65,ok
opendds,cyclone,7373,3,2000,298.004,330.656,394.127,478.126,539.862,731.023,ok
opendds,cyclone,7373,4,2000,286.262,319.414,374.639,483.456,1171.72,1265.72,ok
opendds,cyclone,7373,5,2000,285.06,336.848,400.328,494.487,1144.3,1512.7,ok
opendds,fastdds,7373,1,2000,158.55,252.037,307.332,397.372,1013.5,1056.85,ok
opendds,fastdds,7373,2,2000,161.996,240.576,317.03,405.227,822.497,1307.78,ok
opendds,fastdds,7373,3,2000,160.373,244.352,325.837,503.633,1086.4,1819.44,ok
opendds,fastdds,7373,4,2000,174.501,245.575,319.495,419.143,1028.41,2276.04,ok
opendds,fastdds,7373,5,2000,164.261,255.223,308.484,468.637,1040.41,1403.05,ok
opendds,rti,7373,1,0,,,,,,,timeout
opendds,rti,7373,2,0,,,,,,,timeout
opendds,rti,7373,3,0,,,,,,,timeout
opendds,rti,7373,4,0,,,,,,,timeout
opendds,rti,7373,5,0,,,,,,,timeout
opendds,opendds,7373,1,2000,336.407,444.902,562.916,893.382,1967.15,16033.4,ok
opendds,opendds,7373,2,2000,318.383,434.693,525.555,850.19,1449.33,16561.6,ok
opendds,opendds,7373,3,2000,320.106,440.634,555.221,873.754,1511.52,16136.6,ok
opendds,opendds,7373,4,2000,314.215,437.959,546.916,946.001,1445.65,1683.41,ok
opendds,opendds,7373,5,2000,336.697,440.735,570.089,981.629,1371.81,2493.24,ok
zerodds,zerodds,8192,1,2000,33.143,38.403,52.019,72.427,120.327,191.412,ok
zerodds,zerodds,8192,2,2000,29.566,40.677,60.986,83.909,155.655,266.885,ok
zerodds,zerodds,8192,3,2000,29.466,40.146,54.824,78.699,181.123,423.582,ok
zerodds,zerodds,8192,4,2000,29.236,37.1,50.035,70.994,131.459,576.332,ok
zerodds,zerodds,8192,5,2000,33.284,37.36,50.596,73.98,129.615,243.381,ok
zerodds,cyclone,8192,1,2000,59.092,75.873,96.833,146.427,270.603,721.667,ok
zerodds,cyclone,8192,2,2000,57.94,86.574,102.895,154.383,250.975,683.123,ok
zerodds,cyclone,8192,3,2000,57.028,82.106,103.325,153.992,292.934,914.231,ok
zerodds,cyclone,8192,4,2000,59.082,76.525,96.733,171.435,265.432,319.976,ok
zerodds,cyclone,8192,5,2000,60.544,80.222,97.364,150.104,447.698,2170.95,ok
zerodds,fastdds,8192,1,2000,65.043,87.335,118.224,159.111,217.111,265.833,ok
zerodds,fastdds,8192,2,2000,70.814,81.494,102.564,142.98,235.405,254.282,ok
zerodds,fastdds,8192,3,2000,63.07,88.948,123.694,168.929,279.699,917.928,ok
zerodds,fastdds,8192,4,2000,65.985,83.168,111.111,152.91,236.277,277.295,ok
zerodds,fastdds,8192,5,2000,63.26,83.709,105.84,152.77,267.967,361.123,ok
zerodds,rti,8192,1,2000,58.962,84.68,105.45,154.653,296.822,522.95,ok
zerodds,rti,8192,2,2000,64.953,81.304,102.094,122.262,229.124,343.06,ok
zerodds,rti,8192,3,2000,65.634,79.36,101.993,138.191,239.855,705.556,ok
zerodds,rti,8192,4,2000,61.035,79.26,102.474,146.518,268.318,463.517,ok
zerodds,rti,8192,5,2000,59.773,77.026,106.021,154.533,267.878,995.665,ok
zerodds,opendds,8192,1,2000,352.127,385.009,468.187,734.07,1298.94,1546.03,ok
zerodds,opendds,8192,2,2000,347.107,391.291,508.493,794.273,1334.48,1453.28,ok
zerodds,opendds,8192,3,2000,340.274,392.122,473.697,816.225,1552.51,2043.42,ok
zerodds,opendds,8192,4,2000,350.785,399.366,509.885,795.096,1506.96,1794.79,ok
zerodds,opendds,8192,5,2000,347.919,394.126,470.501,798.551,1788.32,2506.05,ok
cyclone,zerodds,8192,1,2000,57.459,66.857,75.183,90.862,147.8,183.818,ok
cyclone,zerodds,8192,2,2000,55.264,68.881,87.806,127.2,200.82,242.008,ok
cyclone,zerodds,8192,3,2000,52.62,67.749,84.73,122.442,184.53,313.704,ok
cyclone,zerodds,8192,4,2000,52.94,66.386,88.537,126.199,216.91,395.319,ok
cyclone,zerodds,8192,5,2000,52.319,68.76,87.105,122.292,191.332,268.207,ok
cyclone,cyclone,8192,1,2000,33.754,56.918,58.721,68.891,138.512,175.131,ok
cyclone,cyclone,8192,2,2000,33.143,40.477,53.652,73.9,100.961,154.122,ok
cyclone,cyclone,8192,3,2000,33.353,41.298,59.443,83.458,137.53,227.22,ok
cyclone,cyclone,8192,4,2000,28.624,38.403,54.032,76.926,98.888,181.904,ok
cyclone,cyclone,8192,5,2000,29.095,40.076,59.522,81.765,201.933,244.052,ok
cyclone,fastdds,8192,1,2000,36.249,51.788,70.934,99.358,165.162,311.52,ok
cyclone,fastdds,8192,2,2000,39.084,51.838,71.826,109.507,186.493,229.514,ok
cyclone,fastdds,8192,3,2000,36.049,53.672,74.671,102.805,218.383,1080.97,ok
cyclone,fastdds,8192,4,2000,40.346,57.239,78.82,113.635,296.902,491.39,ok
cyclone,fastdds,8192,5,2000,39.895,57.368,70.043,107.213,207.634,228.973,ok
cyclone,rti,8192,1,2000,77.537,217.882,263.909,353.75,432.919,789.384,ok
cyclone,rti,8192,2,2000,76.134,207.333,255.745,326.989,424.704,472.996,ok
cyclone,rti,8192,3,2000,111.992,218.965,287.715,362.907,794.163,2070.13,ok
cyclone,rti,8192,4,2000,67.198,218.413,271.454,347.538,433.11,532.418,ok
cyclone,rti,8192,5,2000,78.719,219.556,272.245,360.383,583.736,1498.6,ok
cyclone,opendds,8192,1,2000,224.726,471.353,555.592,691.459,830.333,916.506,ok
cyclone,opendds,8192,2,2000,225.997,476.281,565.3,710.365,1465.36,13306.3,ok
cyclone,opendds,8192,3,2000,210.999,468.928,546.635,687.722,1037.49,14435.1,ok
cyclone,opendds,8192,4,2000,219.356,460.752,554.851,754.007,998.561,1716.93,ok
cyclone,opendds,8192,5,2000,224.005,454.801,523.121,662.525,2234.99,14125.8,ok
fastdds,zerodds,8192,1,2000,62.599,73.93,85.121,117.462,251.446,345.144,ok
fastdds,zerodds,8192,2,2000,62.569,75.763,107.784,144.173,249.673,266.094,ok
fastdds,zerodds,8192,3,2000,63.961,76.465,101.101,162.588,312.261,665.821,ok
fastdds,zerodds,8192,4,2000,63.58,74.792,91.514,125.648,196.451,488.335,ok
fastdds,zerodds,8192,5,2000,63.661,82.786,103.576,142.48,257.217,326.908,ok
fastdds,cyclone,8192,1,2000,39.785,51.307,65.454,257.618,302.402,329.093,ok
fastdds,cyclone,8192,2,2000,39.645,53.07,71.215,94.509,192.564,233.212,ok
fastdds,cyclone,8192,3,2000,34.516,52.019,73.169,120.668,350.023,406.539,ok
